,TPR,SPC,PPV,NPV,ACC,AUC,BER
0,0.7166666666666667,0.6857142857142857,0.6615384615384615,0.7384615384615385,0.7,0.7978571428571428,0.2988095238095238
1,0.6333333333333333,0.8428571428571429,0.7755102040816326,0.7283950617283951,0.7461538461538462,0.8135714285714285,0.2619047619047619
2,0.8333333333333334,0.8,0.78125,0.8484848484848485,0.8153846153846154,0.9142857142857143,0.1833333333333333
3,0.8,0.7571428571428571,0.7384615384615385,0.8153846153846154,0.7769230769230769,0.8514285714285713,0.22142857142857142
4,0.8,0.8428571428571429,0.8135593220338984,0.8309859154929577,0.823076923076923,0.9183333333333333,0.17857142857142855
5,0.7666666666666667,0.782608695652174,0.7540983606557377,0.7941176470588235,0.7751937984496124,0.8118357487922705,0.22536231884057967
6,0.7333333333333333,0.782608695652174,0.7457627118644068,0.7714285714285715,0.7596899224806202,0.8301932367149758,0.24202898550724639
7,0.8,0.8985507246376812,0.8727272727272727,0.8378378378378378,0.8527131782945736,0.8975845410628019,0.1507246376811594
8,0.8135593220338984,0.8405797101449275,0.8135593220338984,0.8405797101449275,0.828125,0.9290100712355687,0.17293048391058707
9,0.7457627118644068,0.8115942028985508,0.7719298245614035,0.7887323943661971,0.78125,0.8582657823630557,0.22132154261852122
