,TPR,SPC,PPV,NPV,ACC,AUC,BER
0,0.7,0.7142857142857143,0.6774193548387096,0.7352941176470589,0.7076923076923077,0.8111904761904761,0.29285714285714287
1,0.6833333333333333,0.7857142857142857,0.7321428571428571,0.7432432432432432,0.7384615384615385,0.8219047619047619,0.2654761904761905
2,0.8,0.8142857142857143,0.7868852459016393,0.8260869565217391,0.8076923076923077,0.8902380952380953,0.19285714285714284
3,0.7333333333333333,0.8571428571428571,0.8148148148148148,0.7894736842105263,0.8,0.8847619047619047,0.2047619047619048
4,0.8,0.8285714285714286,0.8,0.8285714285714286,0.8153846153846154,0.8888095238095238,0.18571428571428567
5,0.7166666666666667,0.782608695652174,0.7413793103448276,0.7605633802816901,0.751937984496124,0.8577294685990338,0.2503623188405797
6,0.7333333333333333,0.8260869565217391,0.7857142857142857,0.7808219178082192,0.7829457364341085,0.8432367149758454,0.2202898550724638
7,0.8333333333333334,0.782608695652174,0.7692307692307693,0.84375,0.8062015503875969,0.8799516908212561,0.19202898550724634
8,0.9152542372881356,0.8405797101449275,0.8307692307692308,0.9206349206349206,0.875,0.9420289855072463,0.12208302628346845
9,0.7966101694915254,0.7971014492753623,0.7704918032786885,0.8208955223880597,0.796875,0.8899533284205355,0.20314419061655614
