,0
0,0.030075916801935016
1,0.033494185973481166
2,0.032097392772565264
3,0.03074989476823305
4,0.0330228533642782
5,0.02940780909624918
6,0.03864581036452564
7,0.03790714911651487
8,0.044090999538154596
9,0.037539413892741076
10,0.03508050345916832
11,0.036764737842826745
12,0.046939061318040716
13,0.04129334543486547
14,0.04269940400317817
15,0.04731494909240245
16,0.04556302479330521
17,0.04170110723032636
18,0.04944586361183971
19,0.046973017682660205
20,0.046151615626565924
21,0.04417768650749433
22,0.04401353017270857
23,0.03824949454091487
24,0.03817273122468584
25,0.041626035868404944
26,0.04817508421807971
27,0.035999181837056006
28,0.039348967096149136
29,0.028285608300905922
30,0.032142842527537414
31,0.038599110324016125
32,0.03754551165334371
33,0.03770950079303488
34,0.04174473023134079
35,0.033602168802862695
36,0.041992675771459195
37,0.036345013599935264
38,0.038279970631796556
39,0.03817534352503149
40,0.043635753736854896
41,0.04319113956851872
42,0.04599724068095382
43,0.04447898663153644
44,0.048175890554832485
45,0.04751790916716778
46,0.045230086955757844
47,0.03196939625008672
48,0.038831855554
49,0.04207300817277278
50,0.03900289564476629
51,0.04611630921251127
52,0.04444114913178522
53,0.04658131769364761
54,0.03770486861454684
55,0.03875018428648793
56,0.0385654390455374
57,0.037156483438393055
58,0.039195519331637445
59,0.035778384012304515
60,0.04538843893880945
61,0.04120133679439553
62,0.0451827588380554
63,0.0395862993900772
64,0.04299053561844137
65,0.04258728298718247
66,0.0382127635076145
67,0.04307606400931535
68,0.04427546144455273
69,0.0388501806197661
70,0.0473993963165399
71,0.04354931551997001
72,0.04087761383223827
73,0.045879606957197804
74,0.046882410637869326
75,0.045393387070972
76,0.04513439707670422
77,0.04279981761615947
78,0.04482427146039239
79,0.04635111893935349
