,TPR,SPC,PPV,NPV,ACC,AUC,BER
0,0.7,0.6571428571428571,0.6363636363636364,0.71875,0.676923076923077,0.7780952380952381,0.32142857142857145
1,0.7,0.7571428571428571,0.711864406779661,0.7464788732394366,0.7307692307692307,0.8207142857142858,0.27142857142857146
2,0.7333333333333333,0.8,0.7586206896551724,0.7777777777777778,0.7692307692307693,0.8866666666666666,0.23333333333333334
3,0.65,0.8285714285714286,0.7647058823529411,0.7341772151898734,0.7461538461538462,0.8102380952380952,0.2607142857142857
4,0.7666666666666667,0.8142857142857143,0.7796610169491526,0.8028169014084507,0.7923076923076923,0.8469047619047619,0.2095238095238095
5,0.6666666666666666,0.7391304347826086,0.6896551724137931,0.7183098591549296,0.7054263565891473,0.7876811594202899,0.29710144927536236
6,0.6833333333333333,0.782608695652174,0.7321428571428571,0.7397260273972602,0.7364341085271318,0.7903381642512078,0.26702898550724635
7,0.7833333333333333,0.782608695652174,0.7580645161290323,0.8059701492537313,0.7829457364341085,0.8584541062801934,0.21702898550724636
8,0.7966101694915254,0.7971014492753623,0.7704918032786885,0.8208955223880597,0.796875,0.8806190125276345,0.20314419061655614
9,0.7796610169491526,0.8115942028985508,0.7796610169491526,0.8115942028985508,0.796875,0.8486858265782362,0.20437239007614832
