,0
0,0.2732667473769169
1,0.26624013054005685
2,0.26852423062076713
3,0.26705942730813775
4,0.25989156753342463
5,0.26524871039056747
6,0.25388830403200335
7,0.23754395199494685
8,0.2269543285258097
9,0.21801777380075094
10,0.22538697055830442
11,0.22444116924588556
12,0.21312831175211425
13,0.20500859739621716
14,0.20980533038565463
15,0.21025327227427448
16,0.2140872723444573
17,0.21209548373513
18,0.21672044425729026
19,0.20822946275046497
20,0.20991306102396745
21,0.21432913990946414
22,0.20942371126785275
23,0.20440958697406747
24,0.20442371126785278
25,0.20322569042355337
26,0.20724558725479877
27,0.2045682001614205
28,0.198594150261431
29,0.1989654174123592
30,0.19836359967715902
31,0.19765212127592377
32,0.19707758711443307
33,0.20440160367758012
34,0.20355133873741096
35,0.20301680878688985
36,0.20408446503140681
37,0.20709171140821842
38,0.20183668456328735
39,0.2075820261781942
40,0.20393339649787698
41,0.2036576657191985
42,0.20505754991753516
43,0.20791092044776643
44,0.20061418745832893
45,0.2074413096115381
46,0.2064503281047128
47,0.20115626206267329
48,0.20668517738709338
49,0.19479120609186934
50,0.20614591009579955
51,0.20433194722251463
52,0.20563866371898798
53,0.20869810857283225
54,0.2020427588869004
55,0.19908823735831843
56,0.2027739762080219
57,0.20106967400077203
58,0.2040835000175457
59,0.2020568831806857
60,0.20834473804260098
61,0.20069744183598273
62,0.2103153840755167
63,0.2065199845597782
64,0.20351554549601714
65,0.20755281257676245
66,0.20862704846124153
67,0.2096683861459101
68,0.2096928624065691
69,0.21554032003368775
70,0.20488200512334628
71,0.213867073727059
72,0.21148892865915708
73,0.20535161595957468
74,0.20610072990139314
75,0.2065599887707478
76,0.21619907358669335
77,0.2108532477102853
78,0.21196231182229708
79,0.21754342562374984
