,0
0,0.27346536477523953
1,0.26663727760816924
2,0.2661865284064989
3,0.26349405200547427
4,0.26296469803839007
5,0.25767484296592624
6,0.24763571604028495
7,0.23424263957609576
8,0.2352623083131558
9,0.23346624206056776
10,0.22879890865705166
11,0.23516396462785555
12,0.23533617573779697
13,0.23096624206056776
14,0.23511501210653757
15,0.2313972523423518
16,0.22533240341088537
17,0.23178167877320419
18,0.23080482156016421
19,0.2264066392953644
20,0.22777309892269365
21,0.22273783205249678
22,0.2237979436431905
23,0.2267816787732042
24,0.22533240341088537
25,0.22245455661999508
26,0.21746113625995717
27,0.21987410955539183
28,0.22117328139804188
29,0.22318673895497768
30,0.22164666456118187
31,0.2207954346071516
32,0.21876030810260727
33,0.21841351721233812
34,0.214699529775064
35,0.21742069340632347
36,0.2178959188686528
37,0.2147941011334526
38,0.2212791697371653
39,0.21216847387444288
40,0.2141325402673966
41,0.2106321718075587
42,0.21635487946099588
43,0.21478752149349054
44,0.2170635505491806
45,0.21879329403095063
46,0.21662218830052288
47,0.21570744288872512
48,0.21152007228831105
49,0.21227576587009156
50,0.21264843667754502
51,0.21402761694213424
52,0.21466145559181665
53,0.2146897041793873
54,0.21031924413096115
55,0.21065287574130612
56,0.2117765027897674
57,0.21163254026739658
58,0.216581306804225
59,0.21819428360880094
60,0.2175642172860301
61,0.2187904867179001
62,0.21690265641997403
63,0.2187801347510264
64,0.21205319858230692
65,0.21635540583219287
66,0.20972023370881146
67,0.21764519072183036
68,0.21615538477734503
69,0.21820182826262413
70,0.2161220479348703
71,0.22246262764501523
72,0.21749508720216162
73,0.21724190265642
74,0.21414947187423242
75,0.21959232550794822
76,0.21800233357897322
77,0.21943932694669616
78,0.21773318244025686
79,0.21509527318665125
