,TPR,SPC,PPV,NPV,ACC,AUC,BER
0,0.5166666666666667,0.7285714285714285,0.62,0.6375,0.6307692307692307,0.6413095238095239,0.3773809523809524
1,0.6,0.6571428571428571,0.6,0.6571428571428571,0.6307692307692307,0.6939285714285716,0.37142857142857144
2,0.6,0.6428571428571429,0.5901639344262295,0.6521739130434783,0.6230769230769231,0.661547619047619,0.37857142857142856
3,0.5333333333333333,0.6571428571428571,0.5714285714285714,0.6216216216216216,0.6,0.6489285714285714,0.40476190476190477
4,0.5333333333333333,0.7857142857142857,0.6808510638297872,0.6626506024096386,0.6692307692307692,0.6985714285714286,0.3404761904761905
5,0.5166666666666667,0.6666666666666666,0.5740740740740741,0.6133333333333333,0.5968992248062015,0.6277777777777778,0.4083333333333333
6,0.4166666666666667,0.6521739130434783,0.5102040816326531,0.5625,0.5426356589147286,0.6002415458937198,0.4655797101449275
7,0.4166666666666667,0.7246376811594203,0.5681818181818182,0.5882352941176471,0.5813953488372093,0.5943236714975846,0.4293478260869565
8,0.6779661016949152,0.6376811594202898,0.6153846153846154,0.6984126984126984,0.65625,0.7000736919675755,0.3421763694423975
9,0.4745762711864407,0.6811594202898551,0.56,0.6025641025641025,0.5859375,0.6316629820682879,0.4221321542618521
