,TPR,SPC,PPV,NPV,ACC,AUC,BER
0,0.6833333333333333,0.7571428571428571,0.7068965517241379,0.7361111111111112,0.7230769230769231,0.8176190476190477,0.27976190476190477
1,0.7333333333333333,0.8571428571428571,0.8148148148148148,0.7894736842105263,0.8,0.850952380952381,0.2047619047619048
2,0.7833333333333333,0.8142857142857143,0.7833333333333333,0.8142857142857143,0.8,0.8871428571428572,0.2011904761904762
3,0.7666666666666667,0.8571428571428571,0.8214285714285714,0.8108108108108109,0.8153846153846154,0.8864285714285715,0.1880952380952381
4,0.8333333333333334,0.8571428571428571,0.8333333333333334,0.8571428571428571,0.8461538461538461,0.8961904761904762,0.15476190476190477
5,0.7666666666666667,0.7536231884057971,0.7301587301587301,0.7878787878787878,0.7596899224806202,0.864975845410628,0.23985507246376808
6,0.6833333333333333,0.7971014492753623,0.7454545454545455,0.7432432432432432,0.7441860465116279,0.8219806763285025,0.2597826086956522
7,0.85,0.7536231884057971,0.75,0.8524590163934426,0.7984496124031008,0.890096618357488,0.19818840579710145
8,0.8813559322033898,0.8405797101449275,0.8253968253968254,0.8923076923076924,0.859375,0.9358879882092852,0.13903217882584135
9,0.7966101694915254,0.8115942028985508,0.7833333333333333,0.8235294117647058,0.8046875,0.9000245639891918,0.1958978138049619
